TestId	Label	PrefKey	Value	Lens	Saved	Dims	Luma	RG	BG	Noise	Sharp	Verdict
B7	fix shasta merge: OFF (library default)	lib_fix_shasta_merge_key_p0_0	Off (as in library)	56	True	3060x4080	11.5/1.028/0.868/4.616/8.104	VERDICT: PASS (color ok; noise/sharp not degraded)
B2a	sabre burst merge 1.25	lib_sabre_burst_merge_1_key_p0_0	1.25	56	True	3060x4080	10.5/1.008/0.871/4.48/8.003	VERDICT: PASS (color ok; noise/sharp not degraded)
B2b	sabre burst merge 1.75	lib_sabre_burst_merge_1_key_p0_0	1.75	56	True	3060x4080	10.7/1.017/0.88/4.553/8.07	VERDICT: PASS (color ok; noise/sharp not degraded)
RVB2	burst merge back to 1.5 (baseline keeper)	lib_sabre_burst_merge_1_key_p0_0	1.5 (Burst Merge 1)	56	True	3060x4080	10.5/1.017/0.884/4.533/8.133	VERDICT: PASS (color ok; noise/sharp not degraded)
B3	sabre denoise -1.125 (more aggressive)	lib_sabre_1_key_p0_0	-1.125	56	True	3060x4080	10/1.005/0.867/4.293/7.516	VERDICT: PASS (color ok; noise/sharp not degraded)
RVB3	sabre_1 back to -1.0 default (keeper)	lib_sabre_1_key_p0_0	-1.000(default)	56	True	3060x4080	10/1.054/0.863/4.369/7.724	VERDICT: PASS (color ok; noise/sharp not degraded)
B4	sabre_2 125	lib_sabre_2_key_p0_0	125	56	True	3060x4080	11.9/1.076/0.877/4.735/8.449	VERDICT: PASS (color ok; noise/sharp not degraded)
RVB4	sabre_2 back to 100 (keeper)	lib_sabre_2_key_p0_0	100(default)	56	True	3060x4080	10.1/1.019/0.864/4.497/8.009	VERDICT: PASS (color ok; noise/sharp not degraded)
B5	sabre_3 15	lib_sabre_3_key_p0_0	15	56	True	3060x4080	10.7/1.037/0.87/4.635/8.3	VERDICT: PASS (color ok; noise/sharp not degraded)
RVB5	sabre_3 back to 10 (keeper)	lib_sabre_3_key_p0_0	10 (default)	56	True	3060x4080	10.9/1.022/0.872/4.743/8.454	VERDICT: PASS (color ok; noise/sharp not degraded)
B12	temporal radius 256 (less smear)	lib_temporal_radius_key_p0_0	256 (Default)	56	True	3060x4080	10.2/1.046/0.868/4.56/8.143	VERDICT: PASS (color ok; noise/sharp not degraded)
B25	better-color wiener sabre 1.5 (JavaSaBr p5 value)	lib_better_color_wiener_sabre_key_p0_0	1.500	56	True	3060x4080	10.2/1.035/0.874/4.583/8.18	VERDICT: PASS (color ok; noise/sharp not degraded)
B9a	sabre detail 1.25	lib_sabre_detail_key_p0_0	1.250	56	True	3060x4080	10.7/1.024/0.881/4.675/8.298	VERDICT: PASS (color ok; noise/sharp not degraded)
B9b	sabre detail 1.0	lib_sabre_detail_key_p0_0	1.000	56	True	3060x4080	10.7/1.026/0.881/4.702/8.326	VERDICT: PASS (color ok; noise/sharp not degraded)
RVB9	sabre detail back to 1.125 (baseline)	lib_sabre_detail_key_p0_0	1.125	56	True	3060x4080	10.2/1.03/0.898/4.496/7.954	VERDICT: PASS (color ok; noise/sharp not degraded)
B16	fix sabre noise 512 (strong (*) value)	lib_fix_sabre_noise_key_p0_0	512	56	True	3060x4080	10.6/1.026/0.862/4.72/8.338	VERDICT: PASS (color ok; noise/sharp not degraded)
RVB16	fix_sabre_noise back to default (keeper)	lib_fix_sabre_noise_key_p0_0	0.000099659 (Default)	56	True	3060x4080	9.8/1.012/0.863/4.461/8.009	VERDICT: PASS (color ok; noise/sharp not degraded)
B24	savannah merge 1.125 (chroma denoise up)	lib_savannah_merge_key_p0_0	1.125	56	True	3060x4080	10.2/1.026/0.864/4.541/8.133	VERDICT: PASS (color ok; noise/sharp not degraded)
B10	smoothness 4.0 (smoother)	lib_smoothness_key_p0_0	4.00	56	True	3060x4080	10.6/1.028/0.871/4.655/8.341	VERDICT: PASS (color ok; noise/sharp not degraded)
RVB10	smoothness back to 2.0 (baseline)	lib_smoothness_key_p0_0	2.0 (Default)	56	True	3060x4080	9.7/1.01/0.864/4.416/7.849	VERDICT: PASS (color ok; noise/sharp not degraded)
B11	smoothing sabre 1.75	lib_smoothing_sabre_key_p0_0	1.75	56	True	3060x4080	10.1/1.028/0.881/4.531/8.128	VERDICT: PASS (color ok; noise/sharp not degraded)
RVB11	smoothing_sabre back to 1.4 (baseline)	lib_smoothing_sabre_key_p0_0	1.4	56	True	3060x4080	9.8/1.007/0.878/4.439/7.987	VERDICT: PASS (color ok; noise/sharp not degraded)
C1	wide ZSL 25 (match main)	lib_pref_frame_count_zsl_key_p0_1	25	58	True	3000x4000	15/1.004/0.803/5.016/8.235	MEASURE_INCOMPLETE
C2v	tele ZSL 25 verify (already applied)	lib_pref_frame_count_zsl_key_p0_2	25	52	True	2736x3648	30.9/0.976/0.611/6.345/10.056	MEASURE_INCOMPLETE
N1	max exposure 4000ms (night cap)	lib_max_exp_ms_key_p0_0	4000	56	True	3060x4080	10.4/1.023/0.871/4.704/8.358	MEASURE_INCOMPLETE
N2	shasta max exposure 4000ms	lib_shasta_max_exp_ms_key_p0_0	4000	56	True	3060x4080	9.9/1.027/0.892/4.5/7.923	VERDICT: PASS (color ok; noise/sharp not degraded)
N3	hdrnet_enabled (ML tonemap)	hdrnet_enabled	true	56	True	3060x4080	3.2/1.058/0.901/1.472/3.08	MEASURE_INCOMPLETE
RVN3	hdrnet back OFF (keeper)	hdrnet_enabled	false	56	True	3060x4080	9.9/1.033/0.875/4.515/7.956	MEASURE_INCOMPLETE
N5	iso cap 6400 (extreme night)	lib_iso_key_p0_0	6400	56	True	3060x4080	8.2/1.001/0.885/3.932/7.047	VERDICT: PASS (color ok; noise/sharp not degraded)
RVN5	iso cap back to 3200 (keeper)	lib_iso_key_p0_0	3200	56	True	3060x4080	9.5/1.005/0.875/4.288/7.451	VERDICT: PASS (color ok; noise/sharp not degraded)
W1	wide full-config verify (ZSL 25 reapply)	lib_pref_frame_count_zsl_key_p0_1	25	58	True	3000x4000	15.7/1.041/0.849/5.006/8.178	MEASURE_INCOMPLETE
T1	tele full-config verify (ZSL 25 reapply)	lib_pref_frame_count_zsl_key_p0_2	25	52	True	2736x3648	35.7/0.958/0.676/4.595/8.458	MEASURE_INCOMPLETE
NIGHT1	night capture #1 (kept config, no-op)	camera.enable_saturn	true	56	True	3060x4080	9/1.009/0.862/4.148/7.239	MEASURE_INCOMPLETE
NIGHT2	night capture #2 (kept config, no-op)	camera.enable_saturn	true	56	True	3060x4080	9.9/1.025/0.882/4.534/8.077	VERDICT: PASS (color ok; noise/sharp not degraded)
REG-W1	regression wide #1	camera.enable_saturn	true	58	True	3000x4000	18.3/1.039/0.857/4.925/8.009	MEASURE_INCOMPLETE
REG-W2	regression wide #2	camera.enable_saturn	true	58	True	3000x4000	19.3/1.072/0.906/4.98/8.191	VERDICT: PASS (color ok; noise/sharp not degraded)
REG-T1	regression tele #1	camera.enable_saturn	true	52	True	2736x3648	32.3/0.957/0.623/5.182/8.129	MEASURE_INCOMPLETE
REG-T2	regression tele #2	camera.enable_saturn	true	52	True	2736x3648	32.6/0.966/0.627/5.903/9.447	VERDICT: PASS (color ok; noise/sharp not degraded)
REG-M1	regression main #1	camera.enable_saturn	true	56	True	3060x4080	10.3/1.03/0.855/4.599/8.182	MEASURE_INCOMPLETE
REG-M2	regression main #2	camera.enable_saturn	true	56	True	3060x4080	9.7/1.003/0.867/4.357/7.703	VERDICT: PASS (color ok; noise/sharp not degraded)
REF0	REF baseline (no-op rewrite saturn=true)	camera.enable_saturn	true	56	True	3060x4080	10.9/1.037/0.863/4.408/7.602	VERDICT: FAIL (noise up AND sharp down)
A1	verify SABRE_ALLOWED present (already true in best.agc - device may lack it)	SABRE_ALLOWED	true	56	True	3060x4080	10.1/1.027/0.873/4.421/7.8	VERDICT: PASS (color ok; noise/sharp not degraded)
A5	HDR+ burst includes ultra-short frames (highlight roll-off)	camera.include_ultra_short_frame	true	56	True	3060x4080	10.9/1.034/0.873/4.583/8.14	VERDICT: PASS (color ok; noise/sharp not degraded)
A6	extended base-frame selection (non-ZSL)	camera.nonzsl_extended_base_frame_selection	true	56	True	3060x4080	10.2/1.028/0.868/4.476/8.003	VERDICT: PASS (color ok; noise/sharp not degraded)
A2	force shasta merge path	camera.shasta.force	true	56	True	3060x4080	10.9/1.019/0.869/4.481/7.727	VERDICT: FAIL (noise up AND sharp down)
RVA2	revert A2	camera.shasta.force	false	56	True	3060x4080	11.2/1.034/0.888/4.565/8.075	VERDICT: PASS (color ok; noise/sharp not degraded)
A4	force spatial RGB merge	camera.spatial_rgb_force	true	56	True	3060x4080	10.8/1.031/0.852/4.539/7.986	VERDICT: PASS (color ok; noise/sharp not degraded)
A8	ZSL ring buffer 8 frames (default ~6)	gcam.zsl_buffer_size	8	56	True	3060x4080	10.1/1.035/0.869/4.454/7.946	VERDICT: PASS (color ok; noise/sharp not degraded)
A9	sabre burst 15 frames	gcam.sabre_burst_size	15	56	True	3060x4080	10.2/1.031/0.866/4.393/7.697	VERDICT: PASS (color ok; noise/sharp not degraded)
A21	reserve memory for HDR merge (OOM guard)	camera.hdr_memory_reserve	true	56	True	3060x4080	10.1/1.037/0.87/4.279/7.368	VERDICT: PASS (color ok; noise/sharp not degraded)
A18a	HDR+ WB source = 1 (A/B 0/1/2)	gcam.hdrplus_wb_source	1	56	True	3060x4080	11/1.034/0.867/4.638/8.257	VERDICT: PASS (color ok; noise/sharp not degraded)
A18b	HDR+ WB source = 2	gcam.hdrplus_wb_source	2	56	True	3060x4080	10.3/1.021/0.865/4.52/8.101	VERDICT: PASS (color ok; noise/sharp not degraded)
A20	parallel merge+finish (latency)	gcam.eager_simultaneous_merge_and_finish	true	56	True	3060x4080	9.9/0.998/0.873/4.424/7.84	VERDICT: PASS (color ok; noise/sharp not degraded)
B1a	merge algo: sabre (vs spatial rgb 3)	lib_hardmerge_key_p0_0	1	56	True	3060x4080		MEASURE_INCOMPLETE
RVB1a	revert B1a	lib_hardmerge_key_p0_0	3	56	True	3060x4080	10.2/1.027/0.872/4.547/8.125	VERDICT: FAIL (color shifted >10%)
B1b	merge algo: spatial bayer	lib_hardmerge_key_p0_0	2	56	True	3060x4080	9.9/0.999/0.877/4.136/7.028	VERDICT: PASS (color ok; noise/sharp not degraded)
RVB1b	revert B1b	lib_hardmerge_key_p0_0	1	56	True	3060x4080		MEASURE_INCOMPLETE
B6b	volume processing 1: 25.0 (midpoint)	lib_volume_processing_key_p0_0	25.0	56	True	3060x4080	11/1.032/0.865/4.668/8.222	VERDICT: PASS (color ok; noise/sharp not degraded)
B2a	sabre burst merge 1.25	lib_sabre_burst_merge_1_key_p0_0	1.25	56	True	3060x4080	10.1/0.993/0.888/4.282/7.582	VERDICT: PASS (color ok; noise/sharp not degraded)
RVB2a	revert B2a	lib_sabre_burst_merge_1_key_p0_0	1.5 (Burst Merge 1)	56	True	3060x4080	10.4/0.999/0.888/4.191/7.177	VERDICT: PASS (color ok; noise/sharp not degraded)
B2b	sabre burst merge 1.75	lib_sabre_burst_merge_1_key_p0_0	1.75	56	True	3060x4080	11.6/1.017/0.897/4.673/8.21	VERDICT: PASS (color ok; noise/sharp not degraded)
B3	sabre denoise -1.125 (more aggressive)	lib_sabre_1_key_p0_0	-1.125	56	True	3060x4080	12.4/1.025/0.913/4.399/7.685	VERDICT: PASS (color ok; noise/sharp not degraded)
RVB3	revert B3	lib_sabre_1_key_p0_0	-1.000(default)	56	True	3060x4080	11.7/1.007/0.905/4.332/7.616	VERDICT: PASS (color ok; noise/sharp not degraded)
B4	sabre_2 125	lib_sabre_2_key_p0_0	125	56	True	3060x4080	12.5/1.041/0.919/4.352/7.511	VERDICT: FAIL (noise up AND sharp down)
RVB4	revert B4	lib_sabre_2_key_p0_0	100(default)	56	True	3060x4080	12.9/1.024/0.921/4.285/7.508	VERDICT: PASS (color ok; noise/sharp not degraded)
B5	sabre_3 15	lib_sabre_3_key_p0_0	15	56	True	3060x4080	13.7/1.031/0.92/4.427/7.799	VERDICT: PASS (color ok; noise/sharp not degraded)
B25	better-color wiener sabre 1.5 (JavaSaBr p5 value)	lib_better_color_wiener_sabre_key_p0_0	1.500	56	True	3060x4080	14.6/1.041/0.937/4.353/7.636	VERDICT: PASS (color ok; noise/sharp not degraded)
B9a	sabre detail 1.25	lib_sabre_detail_key_p0_0	1.250	56	True	3060x4080	15.7/1.049/0.938/4.659/8.208	VERDICT: PASS (color ok; noise/sharp not degraded)
B9b	sabre detail 1.0	lib_sabre_detail_key_p0_0	1.000	56	True	3060x4080	14.3/1.04/0.932/4.471/7.932	VERDICT: PASS (color ok; noise/sharp not degraded)
RVB9b	revert B9b	lib_sabre_detail_key_p0_0	1.250	56	True	3060x4080	15.1/1.055/0.918/4.585/8.144	VERDICT: PASS (color ok; noise/sharp not degraded)
B16	fix sabre noise 512 (strong (*) value)	lib_fix_sabre_noise_key_p0_0	512	56	True	3060x4080	13.8/1.048/0.911/4.538/7.98	VERDICT: PASS (color ok; noise/sharp not degraded)
RVB16	revert B16	lib_fix_sabre_noise_key_p0_0	0.000099659 (Default)	56	True	3060x4080	13.1/1.034/0.916/4.534/7.887	VERDICT: PASS (color ok; noise/sharp not degraded)
B10	smoothness 4.0 (smoother)	lib_smoothness_key_p0_0	4.00	56	True	3060x4080	12.3/1.05/0.895/4.573/8.038	VERDICT: PASS (color ok; noise/sharp not degraded)
RVB10	revert B10	lib_smoothness_key_p0_0	2.0 (Default)	56	True	3060x4080	11.7/1.034/0.897/4.506/8.043	VERDICT: PASS (color ok; noise/sharp not degraded)
B11	smoothing sabre 1.75	lib_smoothing_sabre_key_p0_0	1.75	56	True	3060x4080	10.7/1.01/0.9/4.347/7.671	VERDICT: PASS (color ok; noise/sharp not degraded)
RVB11	revert B11	lib_smoothing_sabre_key_p0_0	1.4	56	True	3060x4080	12.1/1.037/0.894/4.431/7.763	VERDICT: PASS (color ok; noise/sharp not degraded)
F1	absent flag probe: camera.anglerfish_enabled	camera.anglerfish_enabled	true	56	True	3060x4080	10.7/1.038/0.874/4.452/7.918	VERDICT: PASS (color ok; noise/sharp not degraded)
F2	absent flag probe: camera.ark_enabled	camera.ark_enabled	true	56	True	3060x4080	11.1/1.028/0.882/4.542/8.003	VERDICT: PASS (color ok; noise/sharp not degraded)
F3	absent flag probe: camera.autobahn_options_enabled	camera.autobahn_options_enabled	true	56	True	3060x4080	11.7/1.032/0.886/4.401/7.551	VERDICT: PASS (color ok; noise/sharp not degraded)
F4	absent flag probe: camera.beholder_force_opt_in	camera.beholder_force_opt_in	true	56	True	3060x4080	11.1/1.01/0.893/4.3/7.488	VERDICT: PASS (color ok; noise/sharp not degraded)
REF0	REF (no-op rewrite saturn=true)	camera.enable_saturn	true	56	True	3060x4080	58.2/0.953/1.189/5.095/8.394	VERDICT: PASS (color ok; noise/sharp not degraded)
E1	per-frame exposure 4s->8s (2x axis A)	lib_max_exp_ms_key_p0_0	8000	56	True	3060x4080	53.9/0.941/1.203/4.941/8.252	VERDICT: PASS (color ok; noise/sharp not degraded)
E2	ZSL frame count 30->60 (2x axis B, more shots)	lib_pref_frame_count_zsl_key_p0_0	60	56	True	3060x4080	57.3/0.951/1.187/5.166/8.542	VERDICT: PASS (color ok; noise/sharp not degraded)
E3	max frame count 25->50 (burst ceiling for axis B)	lib_max_frame_count_key_p0_0	50	56	True	3060x4080	60.9/0.967/1.139/5.573/9.191	VERDICT: PASS (color ok; noise/sharp not degraded)
E4	max bracketing frames 25->50 (axis B support)	lib_max_bracketing_frames_key_p0_0	50	56	True	3060x4080	69/0.968/1.116/6.006/9.748	VERDICT: PASS (color ok; noise/sharp not degraded)
E5	max short frames 25->50 (axis B support)	lib_max_short_frames_key_p0_0	50	56	True	3060x4080	73.2/0.974/1.099/6.394/10.358	VERDICT: PASS (color ok; noise/sharp not degraded)
E6	shasta max exp 4s->8s (axis A, shasta path idle but parity)	lib_shasta_max_exp_ms_key_p0_0	8000	56	True	3060x4080	72.2/0.976/1.103/7.653/12.503	VERDICT: PASS (color ok; noise/sharp not degraded)
F6	absent flag probe: camera.decepticon_force_run	camera.decepticon_force_run	true	56	True	3060x4080	98.1/0.972/1.069/13.782/23.753	MEASURE_INCOMPLETE
F6	absent flag probe: camera.decepticon_force_run	camera.decepticon_force_run	true	56	True	3060x4080	100.1/0.95/1.035/14.972/27.394	VERDICT: PASS (color ok; noise/sharp not degraded)
F6off	F6 OFF leg (decepticon_force_run removed, saturn no-op)	camera.enable_saturn	true	56	True	3060x4080	94.2/0.948/1.035/15.082/28.657	VERDICT: PASS (color ok; noise/sharp not degraded)
F7	absent flag probe: camera.falcon_always_on	camera.falcon_always_on	true	56	True	3060x4080	97.1/0.945/1.039/15.223/28.162	VERDICT: FAIL (noise up AND sharp down)
F9	absent flag probe: camera.falcon_force_fusion	camera.falcon_force_fusion	true	56	True	3060x4080	109.9/0.94/1.026/16.721/31.133	VERDICT: PASS (color ok; noise/sharp not degraded)
F10	absent flag probe: camera.falcon_md_enabled	camera.falcon_md_enabled	true	56	True	3060x4080	96/0.932/1.037/14.538/27.663	VERDICT: PASS (color ok; noise/sharp not degraded)
F11	absent flag probe: camera.falcon_tpu_enabled	camera.falcon_tpu_enabled	true	56	True	3060x4080	104.1/0.944/1.023/15.884/29.267	VERDICT: PASS (color ok; noise/sharp not degraded)
F12	absent flag probe: camera.force_anglerfish.RESTART	camera.force_anglerfish.RESTART	true	56	True	3060x4080	111.8/0.945/1.025/17.454/33.025	VERDICT: PASS (color ok; noise/sharp not degraded)
F13	absent flag probe: camera.force_cuttle.extended	camera.force_cuttle.extended	true	56	True	3060x4080	106/0.946/1.041/17.145/33.181	VERDICT: PASS (color ok; noise/sharp not degraded)
F14	absent flag probe: camera.gouda.firefly_enabled	camera.gouda.firefly_enabled	true	56	True	3060x4080	111.9/0.944/1.015/17.24/32.561	VERDICT: FAIL (noise up AND sharp down)
F15	absent flag probe: camera.gouda.matting_enabled	camera.gouda.matting_enabled	true	56	True	3060x4080	112.5/0.947/1.018/16.663/30.416	VERDICT: PASS (color ok; noise/sharp not degraded)
F16	absent flag probe: camera.gyrfalcon_enabled	camera.gyrfalcon_enabled	true	56	True	3060x4080	112.6/0.947/1.014/17.989/34.17	VERDICT: PASS (color ok; noise/sharp not degraded)
F18	absent flag probe: camera.hawk_force_fusion	camera.hawk_force_fusion	true	56	True	3060x4080	117.1/0.96/1.018/18.509/37.221	VERDICT: PASS (color ok; noise/sharp not degraded)
F19	absent flag probe: camera.hawk_tpu_enabled	camera.hawk_tpu_enabled	true	56	True	3060x4080	102.5/0.933/0.982/15.498/29.631	VERDICT: PASS (color ok; noise/sharp not degraded)
F20	absent flag probe: camera.ica_in_front_enabled	camera.ica_in_front_enabled	true	56	True	3060x4080	117.4/0.933/0.98/17.526/34.039	VERDICT: PASS (color ok; noise/sharp not degraded)
F21	absent flag probe: camera.kepler_enabled	camera.kepler_enabled	true	56	True	3060x4080	112.4/0.928/0.971/16.782/32.975	VERDICT: PASS (color ok; noise/sharp not degraded)
F22	absent flag probe: camera.sabre_gcam	camera.sabre_gcam	true	56	True	3060x4080	104.7/0.929/0.979/15.334/29.84	VERDICT: PASS (color ok; noise/sharp not degraded)
F22off	F22 OFF leg (sabre_gcam removed, saturn no-op)	camera.enable_saturn	true	56	True	3060x4080	102/0.918/0.988/16.292/33.549	VERDICT: PASS (color ok; noise/sharp not degraded)
F23	absent flag probe: camera.shasta_ON	camera.shasta_ON	true	56	True	3060x4080	101.3/0.922/0.984/15.653/31.244	VERDICT: PASS (color ok; noise/sharp not degraded)
F24	absent flag probe: camera.sabre_raw	camera.sabre_raw	true	56	True	3060x4080	100.7/0.927/0.982/15.703/31.541	VERDICT: PASS (color ok; noise/sharp not degraded)
V1	sharpness A scalar	lib_sharpness_a_key	0.5	56	True	3060x4080	101.9/0.933/0.984/11.664/22.838	VERDICT: PASS (color ok; noise/sharp not degraded)
V2	sharpness B scalar	lib_sharpness_b_key	0.5	56	True	3060x4080	104.6/0.932/0.987/16.298/34.492	VERDICT: PASS (color ok; noise/sharp not degraded)
V3	luma A scalar	lib_luma_a_key	0.5	56	True	3060x4080	105/0.933/0.984/16.548/35.293	VERDICT: PASS (color ok; noise/sharp not degraded)
V4	luma B scalar	lib_luma_b_key	0.5	56	True	3060x4080	108.5/0.93/0.975/17.222/37.319	VERDICT: PASS (color ok; noise/sharp not degraded)
V5	chroma A scalar	lib_chroma_a_key	0.5	56	True	3060x4080	106.2/0.929/0.978/18.471/41.157	VERDICT: PASS (color ok; noise/sharp not degraded)
V6	chroma B scalar	lib_chroma_b_key	0.5	56	True	3060x4080	105.4/0.938/0.979/17.216/35.987	VERDICT: PASS (color ok; noise/sharp not degraded)
V7	spatial A scalar	lib_spatial_a_key	0.5	56	True	3060x4080	108.2/0.932/0.977/16.931/36.099	VERDICT: PASS (color ok; noise/sharp not degraded)
V8	spatial B scalar	lib_spatial_b_key	0.5	56	True	3060x4080	105.7/0.928/0.984/17.15/37.485	VERDICT: PASS (color ok; noise/sharp not degraded)
V9	global denoise (empty=lib default)	lib_denoise_key	1.0	56	True	3060x4080	104/0.925/0.988/16.551/35.677	VERDICT: PASS (color ok; noise/sharp not degraded)
V10	sharp gain (empty)	lib_sharp_gain_key	1.5	56	True	3060x4080	106.1/0.927/0.986/42.184/92.381	VERDICT: PASS (color ok; noise/sharp not degraded)
V11	gamma (Off=lib)	lib_gamma_key	1.0	56	True	3060x4080	107.5/0.924/0.979/16.017/32.912	VERDICT: PASS (color ok; noise/sharp not degraded)
V12	tone (Off=lib)	lib_tone_key	1.0	56	True	3060x4080	107.7/0.917/0.995/16.145/34.994	VERDICT: PASS (color ok; noise/sharp not degraded)
RVV11	revert V11	lib_gamma_key	Off (as in library)	56	True	3060x4080	107.7/0.917/0.995/16.145/34.994	VERDICT: PASS (color ok; noise/sharp not degraded)
V13	brightness (empty)	lib_brightness_key	1.0	56	True	3060x4080	108.9/0.917/0.999/15.37/32.403	VERDICT: PASS (color ok; noise/sharp not degraded)
V14	NR adjust (empty)	lib_noise_reduction_adjust_key	1.0	56	True	3060x4080	103.8/0.917/0.955/11.622/23.396	VERDICT: PASS (color ok; noise/sharp not degraded)
DsharpBon	day-pair ON: lib_sharpness_b_key	camera.enable_saturn	true	56	True	3060x4080	106.6/0.989/0.884/6.568/14.191	VERDICT: PASS (color ok; noise/sharp not degraded)
DsharpBoff	day-pair OFF: lib_sharpness_b_key	camera.enable_saturn	true	56	True	3060x4080	101.9/0.981/0.89/6.387/13.797	VERDICT: PASS (color ok; noise/sharp not degraded)
DlumaBon	day-pair ON: lib_luma_b_key	camera.enable_saturn	true	56	True	3060x4080	108.9/0.962/0.923/5.956/12.472	VERDICT: PASS (color ok; noise/sharp not degraded)
DlumaBoff	day-pair OFF: lib_luma_b_key	camera.enable_saturn	true	56	True	3060x4080	100.1/0.947/0.935/6.75/14.254	VERDICT: PASS (color ok; noise/sharp not degraded)
DchromaAon	day-pair ON: lib_chroma_a_key	camera.enable_saturn	true	56	True	3060x4080	114.4/0.96/0.922/6.952/15.239	VERDICT: PASS (color ok; noise/sharp not degraded)
DchromaAoff	day-pair OFF: lib_chroma_a_key	camera.enable_saturn	true	56	True	3060x4080	112.7/0.963/0.922/7.231/15.996	VERDICT: PASS (color ok; noise/sharp not degraded)
DspatAon	day-pair ON: lib_spatial_a_key	camera.enable_saturn	true	56	True	3060x4080	110/0.956/0.923/7.646/17.096	VERDICT: PASS (color ok; noise/sharp not degraded)
DspatAoff	day-pair OFF: lib_spatial_a_key	camera.enable_saturn	true	56	True	3060x4080	106.8/0.959/0.92/7.228/15.91	VERDICT: PASS (color ok; noise/sharp not degraded)
